OFF_index,OFF_SeasonID,OFF_Total Points Per Game,OFF_Total Points,OFF_Total Touchdowns,OFF_Total 1st downs,OFF_Rushing 1st downs,OFF_Passing 1st downs,OFF_1st downs by penalty,OFF_3rd down efficiency,OFF_3rd down %,OFF_4th down efficiency,OFF_4th down %,OFF_Comp-Att,OFF_Net Passing Yards,OFF_Yards Per Pass Attempt,OFF_Net Passing Yards Per Game,OFF_Passing Touchdowns,OFF_Interceptions,OFF_Sacks-Yards Lost,OFF_Rushing Attempts,OFF_Rushing Yards,OFF_Yards Per Rush Attempt,OFF_Rushing Yards Per Game,OFF_Rushing Touchdowns,OFF_Total Offensive Plays,OFF_Total Yards,OFF_Yards Per Game,OFF_Kickoffs: Total,OFF_Average Kickoff Return Yards,OFF_Punt: Total,OFF_Average Punt Return Yards,OFF_INT: Total,OFF_Average Interception Yards,OFF_Net Average Punt Yards,OFF_Punt: Total Yards,OFF_FG: Good-Attempts,OFF_Touchback Percentage,OFF_Total-Yards,OFF_Avg. Per Game (YDS),OFF_Possession Time Seconds,OFF_Fumbles-Lost,OFF_Turnover Ratio,OFF_Games,OFF_Year,DEF_index,DEF_Total Points Per Game,DEF_Total Points,DEF_Total Touchdowns,DEF_Total 1st downs,DEF_Rushing 1st downs,DEF_Passing 1st downs,DEF_1st downs by penalty,DEF_3rd down efficiency,DEF_3rd down %,DEF_4th down efficiency,DEF_4th down %,DEF_Comp-Att,DEF_Net Passing Yards,DEF_Yards Per Pass Attempt,DEF_Net Passing Yards Per Game,DEF_Passing Touchdowns,DEF_Interceptions,DEF_Sacks-Yards Lost,DEF_Rushing Attempts,DEF_Rushing Yards,DEF_Yards Per Rush Attempt,DEF_Rushing Yards Per Game,DEF_Rushing Touchdowns,DEF_Total Offensive Plays,DEF_Total Yards,DEF_Yards Per Game,DEF_Kickoffs: Total,DEF_Average Kickoff Return Yards,DEF_Punt: Total,DEF_Average Punt Return Yards,DEF_INT: Total,DEF_Average Interception Yards,DEF_Net Average Punt Yards,DEF_Punt: Total Yards,DEF_FG: Good-Attempts,DEF_Touchback Percentage,DEF_Total-Yards,DEF_Avg. Per Game (YDS),DEF_Possession Time Seconds,DEF_Fumbles-Lost,DEF_Turnover Ratio,DEF_Games
1002,Offense--pit-2011,20.1,321,36,341,96,221,24,90-196,45.92,3-8,37.50,341-539,4054,8.0,253.4,21,15,42-279,434,1903,4.4,118.9,13,1015,6236,389.8,"43-1,018",23.7,33-347,8.4,11-99,9.0,41.3,"59-2,683",23-31,39,101-854,53,32:33,16-13,0,16,2011,1003,11.4,227,23,264,82,156,26,86-221,38.91,8-13,61.54,289-530,2751,5.6,171.9,15,11,35-230,399,1597,4.0,99.8,7,964,4578,286.1,35-877,25.1,29-245,10.5,15-201,13.4,39.6,"87-3,789",22-27,37,96-777,48.563,27:26,13-3,0,16
1004,Offense--pit-2012,21.0,336,36,307,80,202,25,94-224,41.96,6-13,46.15,354-574,3787,7.0,236.7,27,14,37-225,412,1537,3.7,96.1,8,1023,5549,346.8,"46-1,103",24.0,41-300,10.2,10-127,12.7,39.2,"78-3,400",28-31,39,92-938,58,32:11,31-15,0,16,2012,1005,15.7,314,33,273,78,169,26,73-206,35.44,8-11,72.73,299-523,2963,6.0,185.2,19,10,37-196,391,1450,3.7,90.6,9,951,4609,288.1,"43-1,086",25.3,30-306,7.3,14-168,12.0,41.8,"88-3,979",28-33,37,100-882,55.125,27:57,19-9,0,16
1006,Offense--pit-2013,23.6,377,41,312,81,207,24,82-216,37.96,9-15,60.00,377-586,4017,7.3,251.1,28,14,43-289,394,1383,3.5,86.4,9,1023,5689,355.6,"55-1,225",22.3,32-409,8.9,10-203,20.3,37.0,"75-3,125",30-32,28,80-677,42,30:53,16-10,0,16,2013,1007,17.6,370,41,303,106,174,23,91-230,39.57,9-20,45.00,329-569,3553,6.6,222.1,21,10,34-198,433,1849,4.3,115.6,18,1036,5600,350.0,43-962,22.4,35-313,12.8,14-170,12.1,37.8,"79-3,397",28-31,45,92-798,49.875,29:06,21-10,0,16
1008,Offense--pit-2014,27.1,434,49,379,98,243,38,93-208,44.71,5-10,50.00,411-612,4825,8.2,301.6,33,10,33-172,423,1752,4.1,109.5,10,1068,6749,421.8,"54-1,249",23.1,32-321,8.1,11-242,22.0,39.5,"61-2,667",29-32,36,103-834,52,32:24,16-11,0,16,2014,1009,18.4,368,40,314,88,193,33,71-189,37.57,10-14,71.43,350-543,4049,7.8,253.1,30,11,33-194,368,1605,4.4,100.3,9,944,5848,365.5,35-758,21.7,27-220,10.0,10-29,2.9,40.5,"68-3,078",30-32,56,97-835,52.188,27:35,20-9,0,16
1010,Offense--pit-2015,26.4,423,45,331,91,207,33,75-193,38.86,4-12,33.33,391-590,4603,8.2,287.7,26,21,33-219,388,1724,4.4,107.8,16,1011,6546,409.1,"54-1,200",22.2,28-231,8.7,17-282,16.6,39.8,"59-2,511",35-42,40,94-868,54,29:42,15-7,2,16,2015,1011,16.0,319,35,327,71,231,25,90-225,40.00,7-24,29.17,402-625,4350,7.5,271.9,29,17,48-311,382,1459,3.8,91.2,6,1055,6120,382.5,29-701,24.2,19-165,8.3,21-241,11.5,40.5,"70-3,066",26-31,61,"121-1,149",71.813,30:54,25-10,-2,16
1012,Offense--pit-2016,24.8,397,47,336,97,210,29,83-202,41.09,9-16,56.25,381-596,4202,7.3,262.6,33,15,21-175,409,1760,4.3,110.0,13,1026,6137,383.6,29-717,24.7,22-185,9.6,13-133,10.2,41.0,"68-3,100",24-28,60,"113-1,068",66,30:45,15-3,5,16,2016,1013,16.4,327,36,313,95,184,34,88-214,41.12,11-21,52.38,381-590,3882,7.0,242.6,20,13,38-259,369,1600,4.3,100.0,15,997,5741,358.8,28-603,21.5,28-269,8.4,15-220,14.7,40.8,"70-3,039",26-31,62,109-920,57.5,30:00,19-8,-5,16
1014,Offense--pit-2017,25.3,404,43,348,96,217,35,92-209,44.02,3-8,37.50,384-590,4380,7.7,273.8,29,15,24-154,437,1667,3.8,104.2,12,1051,6201,387.6,43-906,21.1,30-207,7.7,16-184,11.5,40.4,"64-2,763",35-38,51,101-896,56,31:58,12-5,2,16,2017,1015,15.4,308,36,270,89,157,24,72-199,36.18,6-19,31.58,297-499,3217,7.2,201.1,20,16,56-393,385,1693,4.4,105.8,14,940,5303,331.4,33-630,19.1,23-177,6.9,15-152,10.1,42.4,"76-3,469",20-24,52,"110-1,041",65.063,28:07,15-6,-2,16
1016,Offense--pit-2018,26.6,426,54,378,88,251,39,88-198,44.44,9-14,64.29,459-689,5008,7.5,313.0,35,17,24-166,345,1445,4.2,90.3,16,1058,6619,413.7,35-727,20.8,31-252,14.4,8-89,11.1,39.6,"64-2,780",16-23,59,"111-1,026",64,31:00,21-9,-11,16,2018,1017,17.1,360,42,317,84,200,33,72-197,36.55,7-13,53.85,362-566,3697,7.1,231.1,27,8,52-347,369,1538,4.2,96.1,13,987,5582,348.9,32-619,19.3,17-245,8.1,17-147,8.6,41.0,"81-3,610",22-26,59,"136-1,170",73.125,29:37,16-6,11,16
1018,Offense--pit-2019,18.1,289,29,265,75,147,43,67-195,34.36,2-15,13.33,315-510,2981,6.3,186.3,18,19,32-233,395,1447,3.7,90.4,7,937,4661,291.3,44-946,21.5,29-285,9.1,20-235,11.8,41.9,"74-3,368",29-31,41,111-893,55,28:50,25-11,8,16,2019,1019,18.8,301,32,304,110,164,30,76-209,36.36,10-21,47.62,314-514,3113,6.7,194.6,23,20,54-342,462,1753,3.8,109.6,7,1030,5208,325.5,29-525,18.1,29-265,9.8,19-228,12.0,42.2,"73-3,366",25-31,58,"115-1,118",69.875,31:26,32-16,-8,16
1020,Offense--pit-2020,26.0,416,50,322,81,206,35,97-230,42.17,10-19,52.63,428-656,4003,6.3,250.2,35,11,14-126,373,1351,3.6,84.4,12,1043,5480,342.5,41-908,22.1,37-356,10.0,18-169,9.4,40.9,"77-3,470",23-24,51,81-691,43,30:48,20-7,9,16,2020,1021,19.5,312,36,281,94,163,24,83-222,37.39,5-20,25.00,298-526,3110,6.6,194.4,22,18,56-384,414,1783,4.3,111.4,13,996,5277,329.8,29-670,23.1,32-320,9.6,11-221,20.1,41.3,"81-3,701",20-24,56,103-980,61.25,29:11,17-9,-9,16
1022,Offense--pit-2021,20.2,343,34,323,85,204,34,93-239,38.91,10-21,47.62,425-664,3778,6.1,222.2,23,11,38-239,411,1583,3.9,93.1,10,1113,5600,329.4,38-849,22.3,40-370,9.6,13-105,8.1,39.5,"77-3,347",36-40,45,106-831,48,30:00,19-9,2,17,2021,1023,23.4,398,43,354,144,186,24,86-232,37.07,13-24,54.17,355-563,3656,7.1,215.1,24,13,55-321,498,2483,5.0,146.1,17,1116,6460,380.0,"46-1,100",23.9,32-308,9.3,11-133,12.1,39.8,"76-3,473",34-38,55,"123-1,017",59.824,31:28,23-9,272,17
1024,Offense--pit-2022,18.1,308,29,345,129,189,27,106-236,44.92,11-15,73.33,364-571,3411,6.4,200.6,12,14,38-250,500,2073,4.1,121.9,16,1109,5734,337.3,24-510,21.3,27-160,5.7,20-152,7.6,42.5,"69-3,072",34-44,34,94-711,41,31:31,16-5,4,17,2022,1025,20.4,346,37,314,95,196,23,85-216,39.35,13-21,61.91,332-542,3779,7.5,222.3,29,20,40-287,442,1838,4.2,108.1,7,1024,5904,347.3,"47-1,152",24.5,24-137,5.9,14-118,8.4,43.9,"68-3,148",30-34,70,96-717,42.176,29:03,14-3,262,17
1026,Offense--sf-2004,17.1,257,29,280,83,172,25,72-222,32.43,14-19,73.68,325-561,3136,6.2,196.0,16,21,52-319,413,1449,3.5,90.6,10,1026,4904,306.5,"56-1,119",20.0,35-303,8.7,9-129,14.3,36.9,"96-3,990",18-22,2,103-859,53,29:17,32-19,0,16,2004,1027,19.9,418,50,322,121,179,22,83-206,40.29,6-9,66.67,308-490,3486,7.5,217.9,27,9,29-194,495,1995,4.0,124.7,22,1014,5675,354.7,"84-1,716",20.4,51-445,8.7,21-479,22.8,37.5,"79-3,268",25-29,14,107-867,54.188,31:19,24-10,0,16
1028,Offense--sf-2005,14.9,239,23,191,70,96,25,49-204,24.02,5-8,62.50,204-389,1898,5.6,118.6,8,21,48-292,428,1689,3.9,105.6,9,865,3879,242.4,48-960,20.0,28-212,7.6,16-220,13.8,37.2,"107-4,447",26-29,13,106-780,48,27:37,30-11,0,16,2005,1029,20.4,428,49,335,115,205,15,87-226,38.50,11-19,57.90,374-576,4427,8.0,276.7,28,16,28-193,486,1832,3.8,114.5,19,1090,6452,403.3,"81-1,540",19.0,62-471,7.6,21-265,12.6,37.6,"70-2,846",29-36,12,120-961,60.063,33:04,16-6,0,16
1030,Offense--sf-2006,19.7,296,30,243,97,132,14,72-209,34.45,6-11,54.55,257-444,2688,6.5,168.0,16,16,35-202,439,2172,4.9,135.8,12,918,5062,316.4,"65-1,373",21.1,28-237,13.2,14-178,12.7,39.0,"81-3,625",29-35,7,93-818,51,29:00,23-13,0,16,2006,1031,17.7,371,41,326,107,189,30,96-216,44.44,7-14,50.00,331-518,3571,7.4,223.2,25,14,34-246,473,1936,4.1,121.0,18,1025,5753,359.6,"79-1,907",24.1,35-462,8.5,16-213,13.3,39.3,"65-2,794",30-32,12,87-703,43.938,31:48,22-12,0,16
1032,Offense--sf-2007,14.6,219,24,218,65,140,13,69-220,31.36,5-17,29.41,274-513,2320,5.2,145.0,15,17,55-365,357,1477,4.1,92.3,8,925,4162,260.1,45-982,21.8,56-483,7.6,12-138,11.5,43.5,"105-4,968",17-19,7,97-702,43,27:07,34-15,0,16,2007,1033,16.2,340,36,308,94,187,27,97-241,40.25,7-13,53.85,345-543,3643,7.0,227.7,24,12,31-183,504,1896,3.8,118.5,9,1078,5722,357.6,"73-1,702",23.3,53-402,8.6,17-298,17.5,35.9,"88-3,644",31-35,9,89-661,41.313,33:30,16-9,0,16
1034,Offense--sf-2008,21.2,339,36,287,83,176,28,75-198,37.88,5-11,45.46,309-509,3379,7.3,211.2,21,19,55-345,397,1599,4.0,99.9,10,961,5323,332.7,"65-1,515",23.3,29-298,9.3,12-139,11.6,42.3,"66-3,155",29-33,11,98-732,45,29:30,36-15,0,16,2008,1035,18.0,379,39,293,104,170,19,83-219,37.90,12-19,63.16,331-545,3507,6.7,219.2,22,12,30-161,452,1709,3.8,106.8,14,1027,5377,336.1,"76-1,767",23.3,39-364,10.3,19-358,18.8,38.8,"71-3,054",35-42,14,111-869,54.313,30:46,15-6,0,16
1036,Offense--sf-2009,20.6,330,39,238,77,137,24,65-218,29.82,12-21,57.14,312-528,3052,6.2,190.8,23,14,40-241,371,1600,4.3,100.0,12,939,4893,305.8,"65-1,415",21.8,49-216,8.7,18-237,13.2,42.6,"99-4,711",19-24,8,98-758,47,29:46,22-6,0,16,2009,1037,13.4,281,28,278,77,176,25,88-240,36.67,6-15,40.00,352-580,3670,6.8,229.4,14,18,44-293,426,1552,3.6,97.0,12,1050,5515,344.7,"52-1,135",21.8,57-495,4.4,14-168,12.0,42.9,"95-4,295",29-34,23,114-969,60.563,30:13,26-14,0,16
1038,Offense--sf-2010,19.1,305,34,251,85,149,17,68-213,31.93,8-16,50.00,282-500,3356,7.2,209.8,19,15,44-257,401,1657,4.1,103.6,10,945,5270,329.4,"67-1,485",22.2,31-366,8.9,15-239,15.9,40.9,"91-4,203",22-27,7,112-933,58,28:46,19-6,0,16,2010,1039,17.2,344,37,299,86,188,25,84-217,38.71,3-13,23.08,358-550,3697,7.2,231.1,25,15,36-244,447,1547,3.5,96.7,9,1033,5488,343.0,"61-1,187",19.5,54-483,11.8,15-182,12.1,38.6,"83-3,571",28-33,18,97-839,52.438,31:33,18-7,0,16
1040,Offense--sf-2011,23.8,380,35,282,101,150,31,65-221,29.41,9-14,64.29,277-451,2930,7.1,183.1,18,5,44-263,498,2044,4.1,127.8,14,993,5237,327.3,"46-1,061",23.1,44-544,8.1,23-284,12.3,46.9,"78-3,970",44-52,50,"113-1,014",63,32:07,14-5,0,16,2011,1041,11.4,227,23,267,53,190,24,76-216,35.19,7-17,41.18,333-579,3695,6.9,230.9,20,23,42-283,353,1236,3.5,77.3,3,974,5214,325.9,"39-1,060",27.2,39-315,12.4,5-51,10.2,38.7,"87-3,911",22-27,31,98-867,54.188,28:03,28-12,0,16
1042,Offense--sf-2012,24.8,397,44,322,128,172,22,68-194,35.05,8-12,66.67,289-436,3298,8.1,206.1,23,8,41-253,492,2491,5.1,155.7,17,969,6042,377.6,"48-1,289",26.9,36-378,6.9,14-216,15.4,44.4,"67-3,226",29-42,45,109-960,60,31:46,26-6,0,16,2012,1043,12.9,271,29,284,72,178,34,71-215,33.02,14-25,56.00,337-567,3203,6.1,200.2,19,14,38-270,407,1507,3.7,94.2,7,1012,4980,311.3,"49-1,216",24.8,36-249,10.5,8-70,8.8,40.9,"78-3,609",22-27,23,93-758,47.375,30:04,21-9,0,16
1044,Offense--sf-2013,25.4,406,44,286,115,148,23,77-211,36.49,7-11,63.64,244-417,2979,7.7,186.2,21,8,39-231,505,2201,4.4,137.6,18,961,5411,338.2,"54-1,104",20.4,35-312,8.7,18-278,15.4,44.0,"79-3,804",32-36,41,103-845,52,30:34,18-9,0,16,2013,1045,13.5,270,30,284,77,181,26,76-223,34.08,10-23,43.48,345-585,3536,6.5,221.0,19,18,38-283,397,1535,3.9,95.9,11,1020,5354,334.6,32-726,22.7,38-330,8.9,8-117,14.6,41.1,"85-3,884",20-25,46,96-878,54.875,29:25,18-7,0,16
1046,Offense--sf-2014,19.1,306,33,303,104,165,34,86-213,40.38,10-18,55.56,292-487,3063,7.0,191.4,20,10,52-344,470,2176,4.6,136.0,10,1009,5583,348.9,40-907,22.7,35-227,9.3,23-315,13.7,41.5,"72-3,369",25-31,44,116-937,58,31:44,18-12,7,16,2014,1047,16.2,340,40,308,83,188,37,88-203,43.35,7-14,50.00,324-551,3531,6.8,220.7,29,23,36-200,402,1612,4.0,100.8,7,989,5343,333.9,"45-1,104",24.5,36-336,6.5,10-111,11.1,42.4,"73-3,362",20-20,37,122-909,56.813,29:10,16-6,-7,16
1048,Offense--sf-2015,14.9,238,24,261,83,154,24,65-213,30.52,9-19,47.37,322-526,3316,6.9,207.3,16,12,53-330,390,1544,4.0,96.5,7,969,5190,324.4,23-591,25.7,30-226,6.4,9-125,13.9,40.6,"92-4,017",24-27,60,113-823,51,26:42,21-5,-5,16,2015,1049,18.4,387,43,356,128,199,29,82-210,39.05,6-11,54.55,375-549,4179,8.0,261.2,21,9,28-196,504,2020,4.0,126.3,20,1081,6395,399.7,42-993,23.6,44-283,7.5,12-174,14.5,42.4,"74-3,363",28-37,52,112-920,57.5,34:09,9-3,5,16
1050,Offense--sf-2016,19.2,307,36,287,116,152,19,78-222,35.14,10-19,52.63,287-491,2911,6.4,181.9,21,10,47-255,458,2019,4.4,126.2,15,996,5185,324.1,44-869,19.8,23-216,8.6,10-96,9.6,40.6,"100-4,402",18-21,33,99-831,51,26:55,28-15,-5,16,2016,1051,24.0,480,56,358,140,187,31,102-226,45.13,4-7,57.14,322-521,3848,7.7,240.5,30,10,33-165,548,2654,4.8,165.9,25,1102,6667,416.7,38-749,19.7,40-345,9.4,10-134,13.4,41.2,"78-3,429",29-32,62,93-795,49.688,33:28,24-8,5,16
1052,Offense--sf-2017,20.7,331,31,321,88,206,27,91-234,38.89,8-18,44.44,362-607,3925,7.0,245.3,15,15,43-310,408,1664,4.1,104.0,15,1058,5899,368.7,15-302,20.1,34-304,4.2,10-185,18.5,41.6,"75-3,255",39-41,77,123-988,61,29:15,14-8,-3,16,2017,1053,18.2,383,42,343,108,198,37,95-221,42.99,10-12,83.33,344-544,3764,7.2,235.3,27,10,30-179,491,1861,3.8,116.3,13,1065,5804,362.8,31-570,18.4,33-138,8.9,15-163,10.9,42.7,"74-3,462",31-35,58,97-791,49.438,31:50,23-8,3,16
1054,Offense--sf-2018,21.3,340,35,344,98,201,45,73-193,37.82,5-10,50.00,331-532,3867,8.0,241.7,26,20,48-380,423,1902,4.5,118.9,7,1003,6149,384.3,27-662,24.5,31-180,7.8,2-55,27.5,40.3,"68-2,973",33-34,64,112-982,61,29:55,29-12,-25,16,2018,1055,20.7,435,52,337,104,195,38,87-216,40.28,10-17,58.82,344-542,3732,7.3,233.3,35,2,37-227,444,1814,4.1,113.4,13,1023,5773,360.8,36-944,26.2,25-195,5.8,20-336,16.8,41.0,"78-3,379",24-27,59,"117-1,011",63.188,30:30,20-5,25,16
1056,Offense--sf-2019,29.9,479,56,336,110,195,31,90-200,45.00,7-12,58.33,331-478,3792,8.4,237.0,28,13,36-237,498,2305,4.6,144.1,23,1012,6334,395.9,"48-1,046",21.8,33-264,5.7,12-286,23.8,42.3,"52-2,333",30-39,50,105-939,58,31:37,17-10,4,16,2019,1057,19.4,310,37,285,105,150,30,64-192,33.33,8-25,32.00,318-519,2707,5.9,169.2,23,12,48-367,401,1802,4.5,112.6,11,968,4876,304.8,20-409,20.5,23-131,8.0,13-215,16.5,43.9,"75-3,555",17-20,70,116-957,59.813,29:00,27-12,-4,16
1058,Offense--sf-2020,23.5,376,45,350,101,217,32,77-197,39.09,6-15,40.00,371-570,4033,7.6,252.1,25,17,39-287,437,1889,4.3,118.1,19,1046,6209,388.1,32-795,24.8,25-226,8.0,12-123,10.3,43.4,"66-3,093",22-26,54,85-731,45,31:23,20-14,-11,16,2020,1059,24.4,390,42,311,102,176,33,71-200,35.50,13-20,65.00,341-537,3327,6.6,207.9,25,12,30-199,430,1703,4.0,106.4,12,997,5229,326.8,27-520,19.3,23-183,9.0,17-293,17.2,45.3,"69-3,349",33-37,69,79-709,44.313,28:36,22-8,11,16
1060,Offense--sf-2021,25.1,427,50,361,130,200,31,80-199,40.20,10-20,50.00,343-514,4221,8.6,248.3,26,14,33-216,499,2166,4.3,127.4,22,1046,6603,388.4,34-642,18.9,34-279,7.8,9-136,15.1,42.4,"59-2,656",27-32,41,"102-1,066",62,31:09,23-10,-4,17,2021,1061,21.5,365,43,318,97,180,41,88-220,40.00,11-25,44.00,372-545,3510,7.1,206.5,25,9,48-364,439,1760,4.0,103.5,17,1032,5634,331.4,"52-1,203",23.1,20-156,8.2,14-136,9.7,44.7,"70-3,405",21-27,53,94-793,46.647,29:47,32-11,281,17
1062,Offense--sf-2022,26.5,450,53,347,132,188,27,95-211,45.02,7-17,41.18,338-512,3856,7.9,226.8,30,9,31-193,504,2360,4.7,138.8,20,1047,6409,377.0,26-599,23.0,33-356,9.0,20-305,15.3,41.4,"61-2,676",27-32,47,94-730,42,31:54,16-8,13,17,2022,1063,16.3,277,33,291,77,188,26,85-218,38.99,10-25,40.00,389-593,3789,6.9,222.9,20,20,44-307,389,1321,3.4,77.7,11,1026,5417,318.6,"51-1,097",21.5,17-153,10.8,9-75,8.3,43.1,"75-3,589",16-21,58,96-832,48.941,28:17,21-10,240,17
1064,Offense--sea-2004,23.2,371,43,320,110,189,21,76-210,36.19,6-11,54.55,304-532,3539,7.0,221.2,23,18,34-176,468,2095,4.5,130.9,17,1034,5810,363.1,"77-1,677",21.8,30-230,7.4,23-337,14.7,36.3,"77-3,036",23-25,6,79-669,41,29:05,18-8,0,16,2004,1065,18.6,371,42,311,102,191,18,97-229,42.36,6-9,66.67,340-559,3590,6.8,224.4,24,23,36-218,452,2031,4.5,126.9,17,1047,5839,364.9,"74-1,529",20.7,33-244,7.7,18-158,8.8,38.7,"74-3,091",27-32,5,91-748,46.75,31:05,25-12,0,16
1066,Offense--sea-2005,28.3,452,57,361,142,192,27,76-192,39.58,7-8,87.50,307-474,3458,7.7,216.1,25,10,27-174,519,2457,4.7,153.6,29,1020,6089,380.6,"82-1,802",22.0,31-177,8.4,16-315,19.7,36.7,"80-3,282",18-25,4,94-846,52,29:49,18-5,0,16,2005,1067,12.9,271,24,295,78,194,23,89-234,38.03,12-19,63.16,331-571,3559,6.8,222.4,18,16,50-302,420,1510,3.6,94.4,5,1041,5371,335.7,"61-1,347",22.1,41-343,5.7,10-93,9.3,37.8,"77-3,091",34-42,14,123-909,56.813,31:16,25-8,0,16
1068,Offense--sea-2006,20.9,335,37,312,112,167,33,85-224,37.95,2-8,25.00,292-512,3054,6.6,190.9,26,22,49-315,484,1923,4.0,120.2,8,1045,5292,330.8,"61-1,499",24.6,49-424,8.8,12-124,10.3,40.5,"86-3,827",25-31,16,94-700,43,29:48,21-12,0,16,2006,1069,17.1,341,39,277,102,160,15,80-219,36.53,6-12,50.00,299-504,3256,7.0,203.5,23,12,41-282,441,2029,4.6,126.8,12,986,5567,347.9,"69-1,548",22.4,39-343,8.7,22-141,6.4,38.1,"88-3,773",23-33,7,118-950,59.375,30:12,31-11,0,16
1070,Offense--sea-2007,26.2,393,44,323,93,211,19,75-215,34.88,6-14,42.86,371-590,3964,7.1,247.8,30,13,36-217,430,1619,3.8,101.2,9,1056,5800,362.5,"72-1,790",24.9,58-658,9.8,20-299,15.0,35.7,"86-3,436",28-34,15,59-428,26,29:59,19-9,0,16,2007,1071,12.9,270,29,278,78,183,17,88-232,37.93,5-17,29.41,333-568,3505,6.7,219.1,15,20,45-303,422,1644,3.9,102.8,16,1035,5452,340.8,"53-1,173",22.1,37-362,11.3,13-144,11.1,39.4,"93-4,322",22-27,10,99-756,47.25,30:21,30-13,0,16
1072,Offense--sea-2008,18.4,294,32,265,104,142,19,62-198,31.31,10-12,83.33,262-474,2617,6.0,163.6,18,15,36-214,417,1768,4.2,110.5,10,927,4599,287.4,"47-1,205",25.6,35-353,10.1,9-217,24.1,40.0,"89-4,007",24-27,31,79-601,37,26:37,19-9,0,16,2008,1073,18.7,392,40,324,98,207,19,94-222,42.34,8-13,61.54,366-566,4149,7.7,259.3,25,9,35-193,457,1899,4.2,118.7,13,1058,6241,390.1,"77-1,948",25.3,44-444,10.1,15-261,17.4,39.1,"68-3,009",37-41,11,81-671,41.938,33:39,24-10,0,16
1074,Offense--sea-2009,17.5,280,30,297,80,184,33,75-225,33.33,8-19,42.11,372-609,3503,6.2,218.9,20,19,41-268,395,1566,4.0,97.9,7,1045,5337,333.6,"46-1,059",23.0,46-346,11.1,13-164,12.6,40.7,"89-4,100",24-26,32,95-840,52,27:30,30-11,0,16,2009,1075,18.6,390,46,305,80,204,21,87-223,39.01,6-12,50.00,374-568,3927,7.2,245.4,27,13,28-185,428,1776,4.2,111.0,17,1024,5888,368.0,"60-1,316",21.9,43-479,7.5,19-202,10.6,43.0,"82-3,872",22-31,23,111-971,60.688,32:29,21-8,0,16
1076,Offense--sea-2010,19.4,310,33,260,81,159,20,76-214,35.51,6-17,35.29,324-544,3341,6.5,208.8,14,20,35-195,385,1424,3.7,89.0,13,964,4960,310.0,"50-1,099",22.0,42-468,9.3,12-168,14.0,37.5,"78-3,254",25-30,27,101-890,55,27:32,18-8,0,16,2010,1077,20.4,407,47,313,91,206,16,94-238,39.50,8-19,42.11,339-585,3994,7.2,249.6,31,12,37-246,452,1903,4.2,118.9,13,1074,6143,383.9,"65-1,558",24.0,35-327,11.1,20-261,13.1,38.2,"80-3,521",25-30,22,91-706,44.125,32:27,21-7,0,16
1078,Offense--sea-2011,20.1,321,35,265,89,153,23,77-228,33.77,7-15,46.67,299-509,3105,6.8,194.1,15,14,50-339,444,1756,4.0,109.8,15,1003,5200,325.0,"48-1,249",26.0,42-464,11.5,22-462,21.0,40.9,"95-4,431",25-30,35,"138-1,047",65,28:22,18-9,0,16,2011,1079,15.8,315,33,310,96,174,40,77-221,34.84,7-11,63.64,324-543,3518,6.9,219.9,18,22,33-232,473,1797,3.8,112.3,10,1049,5547,346.7,"46-1,142",24.8,47-541,11.0,14-187,13.4,39.9,"79-3,616",28-37,37,96-907,56.688,32:11,18-7,0,16
1080,Offense--sea-2012,25.8,412,49,311,129,153,29,80-199,40.20,11-18,61.11,259-405,3031,8.0,189.4,27,10,33-203,536,2579,4.8,161.2,16,974,5813,363.3,"50-1,147",22.9,42-355,8.7,18-255,14.2,41.7,"65-2,963",24-27,41,110-890,55,31:50,15-7,0,16,2012,1081,11.7,245,25,295,80,186,29,76-198,38.38,3-10,30.00,327-564,3250,6.2,203.1,15,18,36-247,368,1649,4.5,103.1,8,968,5146,321.6,29-787,27.1,29-252,8.5,10-115,11.5,40.5,"77-3,515",23-25,51,102-902,56.375,28:37,27-9,0,16
1082,Offense--sea-2013,25.9,415,45,307,116,160,31,76-204,37.26,6-11,54.55,267-420,3236,8.4,202.3,27,9,44-272,509,2188,4.3,136.8,14,973,5696,356.0,"44-1,056",24.0,52-579,3.9,28-385,13.8,40.5,"74-3,159",33-35,51,"128-1,183",73,30:32,24-8,0,16,2013,1083,11.6,231,22,282,83,156,43,76-216,35.19,4-11,36.36,309-524,2752,5.8,172.0,16,28,44-298,422,1626,3.9,101.6,4,990,4676,292.3,33-698,21.2,21-82,11.1,9-21,2.3,39.0,"81-3,779",26-27,48,98-879,54.938,30:37,25-8,0,16
1084,Offense--sea-2014,24.6,394,43,328,144,160,24,90-212,42.45,3-11,27.27,287-454,3250,7.7,203.1,20,7,42-242,525,2762,5.3,172.6,20,1021,6254,390.9,"43-1,035",24.1,36-252,11.5,13-319,24.5,40.2,"61-2,688",31-37,52,"130-1,009",63,32:22,21-7,9,16,2014,1085,12.1,254,27,277,70,175,32,75-202,37.13,8-14,57.14,313-507,2970,6.3,185.6,17,13,37-234,380,1304,3.4,81.5,8,924,4508,281.8,39-820,21.0,17-195,7.0,7-138,19.7,40.7,"81-3,630",21-24,37,70-613,38.313,27:59,27-8,-9,16
